id,label,word_count,sentence_count,avg_sentence_len,avg_word_len,type_token_ratio,noun_count,verb_count,adj_count,adv_count,noun_ratio,verb_ratio,nominal_lemma_count,nominal_lemma_ratio,nominal_suffix_count,top_collocation,top_collocation_pmi
ai_6366,1,102,3,34.0,4.79,0.6569,34,10,11,3,0.3333,0.098,0,0.0,3,,0.0
human_6367,0,75,3,25.0,4.48,0.76,24,9,7,3,0.32,0.12,0,0.0,6,,0.0
ai_6368,1,261,14,18.64,5.13,0.4866,71,51,16,4,0.272,0.1954,4,0.0563,8,you can,3.7704097742775207
human_6369,0,96,7,13.71,4.52,0.7292,19,9,9,8,0.1979,0.0938,0,0.0,4,,0.0
ai_6370,1,251,13,19.31,5.27,0.4622,64,27,34,6,0.255,0.1076,0,0.0,20,percentage of,5.392340322518301
human_6371,0,77,4,19.25,4.29,0.7532,18,12,3,7,0.2338,0.1558,0,0.0,3,,0.0
ai_6372,1,199,6,33.17,4.34,0.4925,56,18,22,2,0.2814,0.0905,0,0.0,8,credit card,4.836537698950084
human_6373,0,88,7,12.57,4.3,0.6477,12,15,4,5,0.1364,0.1705,0,0.0,4,,0.0
ai_6374,1,108,4,27.0,5.24,0.6667,34,11,14,5,0.3148,0.1019,1,0.0294,2,,0.0
human_6375,0,67,3,22.33,4.54,0.8209,20,7,7,0,0.2985,0.1045,0,0.0,4,,0.0
ai_6376,1,152,6,25.33,5.07,0.5461,42,19,17,4,0.2763,0.125,0,0.0,7,credit unions,4.257450287562093
human_6377,0,83,4,20.75,4.34,0.6386,26,13,1,0,0.3133,0.1566,0,0.0,2,,0.0
ai_6378,1,142,6,23.67,4.88,0.5986,42,14,8,10,0.2958,0.0986,0,0.0,7,,0.0
human_6379,0,67,4,16.75,4.72,0.791,19,12,3,2,0.2836,0.1791,0,0.0,3,,0.0
ai_6380,1,174,6,29.0,4.92,0.5632,51,19,15,7,0.2931,0.1092,0,0.0,6,,0.0
ai_6381,1,134,5,26.8,5.25,0.597,47,16,9,4,0.3507,0.1194,0,0.0,14,,0.0
human_6382,0,73,6,12.17,4.51,0.7397,17,8,6,4,0.2329,0.1096,0,0.0,3,,0.0
ai_6383,1,294,10,29.4,4.86,0.3946,87,20,50,11,0.2959,0.068,9,0.1034,12,non qualified,4.745156216613184
human_6384,0,74,3,24.67,4.55,0.8243,14,12,6,1,0.1892,0.1622,0,0.0,4,,0.0
ai_6385,1,240,11,21.82,4.73,0.5708,73,30,24,3,0.3042,0.125,0,0.0,15,,0.0
human_6386,0,93,4,23.25,4.19,0.7312,18,12,7,6,0.1935,0.129,0,0.0,3,,0.0
ai_6387,1,201,5,40.2,4.98,0.5572,50,27,20,4,0.2488,0.1343,3,0.06,10,,0.0
human_6388,0,209,9,23.22,4.77,0.5455,59,22,16,9,0.2823,0.1053,4,0.0678,7,the bank,2.512644684851023
ai_6389,1,188,9,20.89,4.84,0.5266,57,26,30,3,0.3032,0.1383,0,0.0,3,central banks,3.5988091194927523
human_6390,0,93,4,23.25,4.87,0.7419,20,15,11,2,0.2151,0.1613,0,0.0,7,,0.0
ai_6391,1,214,9,23.78,4.97,0.5374,58,32,24,4,0.271,0.1495,0,0.0,14,,0.0
human_6392,0,82,5,16.4,4.12,0.6829,24,11,1,5,0.2927,0.1341,3,0.125,2,,0.0
ai_6393,1,178,7,25.43,4.56,0.4831,53,11,25,10,0.2978,0.0618,0,0.0,4,may be,4.676506389792194
human_6394,0,80,4,20.0,4.5,0.7,18,8,6,10,0.225,0.1,0,0.0,3,,0.0
ai_6395,1,145,5,29.0,4.71,0.5448,45,15,15,8,0.3103,0.1034,2,0.0444,8,credit card,3.867965083700194
human_6396,0,221,10,22.1,4.19,0.5928,58,27,8,6,0.2624,0.1222,0,0.0,13,,0.0
ai_6397,1,287,11,26.09,4.45,0.2962,78,37,20,8,0.2718,0.1289,0,0.0,13,rental property,4.469502798431894
human_6398,0,714,31,23.03,4.37,0.4216,134,102,55,60,0.1877,0.1429,17,0.1269,21,savings account,5.937481745390501
ai_6399,1,255,12,21.25,4.69,0.5255,56,55,26,8,0.2196,0.2157,2,0.0357,5,saving money,4.1926672648879455
ai_6400,1,200,9,22.22,4.8,0.57,51,43,21,7,0.255,0.215,0,0.0,8,,0.0
human_6401,0,297,13,22.85,4.32,0.5253,61,53,21,23,0.2054,0.1785,2,0.0328,3,,0.0
ai_6402,1,336,15,22.4,4.49,0.4435,93,48,24,1,0.2768,0.1429,1,0.0108,8,responsible for,4.9371859415750885
human_6403,0,302,24,12.58,3.96,0.4801,76,41,33,7,0.2517,0.1358,2,0.0263,1,,0.0
ai_6404,1,290,11,26.36,3.89,0.3793,51,50,24,6,0.1759,0.1724,2,0.0392,3,if you,4.097429656278851
human_6405,0,189,5,37.8,4.6,0.6561,44,26,14,12,0.2328,0.1376,0,0.0,5,the company,4.110464378127211
ai_6406,1,202,8,25.25,4.87,0.4208,52,24,21,8,0.2574,0.1188,2,0.0385,7,company 's,3.7584806787161424
human_6407,0,83,5,16.6,5.05,0.8434,26,8,10,5,0.3133,0.0964,0,0.0,4,,0.0
ai_6408,1,65,4,16.25,12.35,0.8,30,7,4,0,0.4615,0.1077,0,0.0,4,,0.0
ai_6409,1,88,4,22.0,5.27,0.6591,26,13,7,1,0.2955,0.1477,0,0.0,5,,0.0
human_6410,0,293,11,26.64,4.21,0.5222,46,48,13,29,0.157,0.1638,0,0.0,4,the stock,3.6147266492433223
ai_6411,1,122,5,24.4,4.57,0.5984,22,21,8,3,0.1803,0.1721,0,0.0,13,,0.0
ai_6412,1,172,7,24.57,4.48,0.5465,36,31,12,3,0.2093,0.1802,0,0.0,10,the security,4.171642588684504
human_6413,0,69,5,13.8,4.51,0.7681,23,9,3,2,0.3333,0.1304,0,0.0,4,,0.0
ai_6414,1,111,5,22.2,4.97,0.6036,27,23,6,4,0.2432,0.2072,0,0.0,8,,0.0
human_6415,0,197,12,16.42,4.96,0.599,56,20,20,11,0.2843,0.1015,3,0.0536,17,,0.0
ai_6416,1,240,9,26.67,4.92,0.4583,63,30,38,8,0.2625,0.125,1,0.0159,5,foreign currency,4.202421000431273
human_6417,0,262,10,26.2,4.53,0.6107,50,41,23,16,0.1908,0.1565,1,0.02,8,,0.0
ai_6418,1,195,9,21.67,4.79,0.5795,43,25,23,8,0.2205,0.1282,2,0.0465,9,it 's,5.029785284590938
ai_6419,1,159,7,22.71,4.97,0.4843,35,25,18,7,0.2201,0.1572,0,0.0,9,it is,4.514630240334004
human_6420,0,90,5,18.0,4.58,0.7778,28,11,8,6,0.3111,0.1222,0,0.0,3,,0.0
ai_6421,1,177,6,29.5,4.76,0.4181,50,19,7,6,0.2825,0.1073,0,0.0,7,the policyholder,2.720891979365229
human_6422,0,74,5,14.8,4.0,0.527,33,9,0,3,0.4459,0.1216,0,0.0,4,,0.0
ai_6423,1,265,11,24.09,5.21,0.4491,110,36,10,5,0.4151,0.1358,0,0.0,31,backed securities,4.2333012815206645
human_6424,0,669,22,30.41,4.27,0.429,149,84,43,33,0.2227,0.1256,4,0.0268,29,your parents,5.687580790667778
ai_6425,1,253,13,19.46,5.08,0.5178,65,43,25,7,0.2569,0.17,1,0.0154,10,,0.0
human_6426,0,99,7,14.14,4.31,0.6768,32,11,3,3,0.3232,0.1111,0,0.0,0,,0.0
ai_6427,1,143,5,28.6,4.44,0.4476,36,20,13,1,0.2517,0.1399,1,0.0278,5,,0.0
ai_6428,1,170,9,18.89,5.08,0.5824,62,20,20,4,0.3647,0.1176,0,0.0,5,,0.0
human_6429,0,73,3,24.33,4.29,0.8493,21,8,5,4,0.2877,0.1096,0,0.0,3,,0.0
ai_6430,1,160,8,20.0,4.83,0.5,51,13,16,6,0.3187,0.0813,0,0.0,4,,0.0
human_6431,0,55,4,13.75,3.89,0.7455,11,9,3,1,0.2,0.1636,1,0.0909,1,,0.0
ai_6432,1,177,11,16.09,5.04,0.5876,41,27,17,2,0.2316,0.1525,0,0.0,4,the company,3.305854480086385
human_6433,0,124,8,15.5,4.05,0.6855,34,10,13,4,0.2742,0.0806,0,0.0,2,,0.0
ai_6434,1,307,13,23.62,5.28,0.2801,89,41,44,2,0.2899,0.1336,3,0.0337,24,be useful,5.681839347326551
human_6435,0,114,7,16.29,4.16,0.6491,20,17,5,8,0.1754,0.1491,0,0.0,3,,0.0
ai_6436,1,242,9,26.89,4.63,0.3595,65,42,11,7,0.2686,0.1736,12,0.1846,12,options being,4.602909043431865
human_6437,0,107,5,21.4,4.29,0.6168,29,9,9,7,0.271,0.0841,0,0.0,0,,0.0
ai_6438,1,261,12,21.75,4.24,0.3831,84,24,16,2,0.3218,0.092,0,0.0,5,p e,5.711516085223953
ai_6439,1,266,8,33.25,4.01,0.3759,97,21,11,1,0.3647,0.0789,0,0.0,6,per share,5.475753820830661
human_6440,0,489,22,22.23,4.47,0.4356,129,53,27,25,0.2638,0.1084,4,0.031,17,gift card,5.673609566507787
ai_6441,1,173,6,28.83,4.97,0.5029,46,20,14,5,0.2659,0.1156,1,0.0217,5,virtual credits,4.635636778513748
human_6442,0,151,10,15.1,4.06,0.6424,30,24,8,7,0.1987,0.1589,0,0.0,6,,0.0
ai_6443,1,185,6,30.83,4.44,0.4757,44,20,20,2,0.2378,0.1081,7,0.1591,4,pay stub,4.5392009649756115
human_6444,0,78,3,26.0,3.86,0.7436,7,13,3,3,0.0897,0.1667,0,0.0,0,,0.0
ai_6445,1,242,8,30.25,4.33,0.4339,64,27,16,7,0.2645,0.1116,0,0.0,3,1099 forms,4.924837138319227
human_6446,0,279,14,19.93,4.1,0.4731,58,35,15,13,0.2079,0.1254,14,0.2414,4,at $,4.544339050213711
ai_6447,1,114,5,22.8,3.99,0.5614,23,12,10,3,0.2018,0.1053,2,0.087,5,,0.0
human_6448,0,200,7,28.57,4.5,0.61,53,25,10,13,0.265,0.125,0,0.0,8,,0.0
ai_6449,1,231,8,28.88,4.57,0.4286,61,29,22,7,0.2641,0.1255,2,0.0328,5,pay off,4.787618703996341
human_6450,0,289,17,17.0,4.58,0.481,96,39,10,11,0.3322,0.1349,6,0.0625,10,currency hedged,5.010001362116733
ai_6451,1,313,14,22.36,4.95,0.476,74,51,29,9,0.2364,0.1629,0,0.0,15,'s important,5.487280552945385
human_6452,0,120,4,30.0,3.94,0.5667,30,14,12,9,0.25,0.1167,1,0.0333,3,,0.0
ai_6453,1,215,8,26.88,5.81,0.5209,64,26,30,8,0.2977,0.1209,0,0.0,20,responsible investing,4.906921806222823
human_6454,0,176,7,25.14,4.74,0.6364,52,17,21,8,0.2955,0.0966,0,0.0,13,,0.0
ai_6455,1,321,11,29.18,5.29,0.3707,89,28,59,7,0.2773,0.0872,0,0.0,16,standard deduction,5.745968378636088
human_6456,0,411,22,18.68,3.74,0.3674,72,59,24,15,0.1752,0.1436,3,0.0417,11,"$ 7,000",4.516584066415607
ai_6457,1,295,16,18.44,4.06,0.3593,72,42,14,10,0.2441,0.1424,10,0.1389,9,trade in,4.27658413952058
human_6458,0,94,5,18.8,4.51,0.7766,17,11,5,10,0.1809,0.117,1,0.0588,7,,0.0
ai_6459,1,188,7,26.86,4.3,0.3936,40,28,15,4,0.2128,0.1489,0,0.0,10,the loan,3.2117859963835045
human_6460,0,449,23,19.52,4.64,0.5657,121,43,43,22,0.2695,0.0958,2,0.0165,26,,0.0
ai_6461,1,284,14,20.29,5.12,0.4824,80,40,34,5,0.2817,0.1408,0,0.0,18,risks and,3.9849109947351695
ai_6462,1,201,11,18.27,5.45,0.6269,49,47,20,3,0.2438,0.2338,0,0.0,5,your investments,3.9357811681120416
human_6463,0,348,19,18.32,4.9,0.5603,117,39,39,17,0.3362,0.1121,1,0.0085,17,,0.0
ai_6464,1,224,11,20.36,4.84,0.4955,53,23,22,8,0.2366,0.1027,1,0.0189,6,,0.0
ai_6465,1,59,3,19.67,4.58,0.7458,8,9,7,1,0.1356,0.1525,0,0.0,1,,0.0
human_6466,0,409,15,27.27,4.65,0.5183,120,44,40,17,0.2934,0.1076,4,0.0333,17,the company,3.6704999406847474
ai_6467,1,195,7,27.86,4.1,0.4564,59,17,17,3,0.3026,0.0872,0,0.0,5,p e,5.292819690424731
human_6468,0,138,7,19.71,3.94,0.6884,24,20,7,12,0.1739,0.1449,0,0.0,6,,0.0
ai_6469,1,153,6,25.5,4.71,0.5882,32,26,12,6,0.2092,0.1699,1,0.0312,5,,0.0
human_6470,0,109,6,18.17,4.39,0.7156,23,14,8,4,0.211,0.1284,1,0.0435,10,,0.0
ai_6471,1,277,9,30.78,4.81,0.4513,72,26,37,9,0.2599,0.0939,1,0.0139,12,the ipo,3.5746393590963974
human_6472,0,73,3,24.33,4.04,0.8082,12,8,3,9,0.1644,0.1096,0,0.0,1,,0.0
human_6473,0,142,9,15.78,4.3,0.6972,33,15,10,9,0.2324,0.1056,0,0.0,3,,0.0
ai_6474,1,228,11,20.73,4.79,0.443,64,31,26,6,0.2807,0.136,6,0.0938,14,this can,5.517303446151206
human_6475,0,117,4,29.25,4.32,0.641,37,10,6,3,0.3162,0.0855,0,0.0,4,of the,2.532251196955104
ai_6476,1,356,14,25.43,4.11,0.2865,108,27,23,12,0.3034,0.0758,19,0.1759,17,each stage,5.479791647540751
human_6477,0,76,3,25.33,4.42,0.7763,19,9,3,8,0.25,0.1184,0,0.0,1,,0.0
ai_6478,1,251,6,41.83,4.61,0.506,60,29,31,9,0.239,0.1155,8,0.1333,9,the bank,3.0324443774319176
human_6479,0,185,10,18.5,4.21,0.6,39,27,18,12,0.2108,0.1459,1,0.0256,4,,0.0
ai_6480,1,195,8,24.38,4.85,0.5949,45,24,27,5,0.2308,0.1231,0,0.0,7,,0.0
human_6481,0,101,3,33.67,4.52,0.4752,18,14,13,5,0.1782,0.1386,0,0.0,3,the more,3.5026417742865523
ai_6482,1,227,11,20.64,5.37,0.5286,56,42,29,6,0.2467,0.185,1,0.0179,4,,0.0
human_6483,0,76,6,12.67,4.47,0.7237,17,11,5,2,0.2237,0.1447,0,0.0,7,,0.0
ai_6484,1,217,8,27.12,4.28,0.5023,46,24,23,5,0.212,0.1106,0,0.0,14,your mortgage,3.4754332134976442
human_6485,0,127,8,15.88,3.96,0.685,21,25,5,8,0.1654,0.1969,0,0.0,0,,0.0
ai_6486,1,189,10,18.9,4.29,0.4339,46,29,12,5,0.2434,0.1534,3,0.0652,10,,0.0
human_6487,0,59,2,29.5,3.46,0.6441,12,6,0,6,0.2034,0.1017,1,0.0833,1,,0.0
ai_6488,1,140,5,28.0,4.39,0.5214,43,13,15,2,0.3071,0.0929,0,0.0,3,mutual fund,4.139624961166426
human_6489,0,228,15,15.2,4.38,0.4693,48,25,23,10,0.2105,0.1096,0,0.0,5,the company,3.2542690403174124
ai_6490,1,51,3,17.0,3.94,0.8431,7,5,4,2,0.1373,0.098,0,0.0,2,,0.0
human_6491,0,194,11,17.64,4.25,0.5773,40,29,9,15,0.2062,0.1495,0,0.0,1,,0.0
ai_6492,1,141,5,28.2,4.39,0.5035,28,15,17,1,0.1986,0.1064,0,0.0,3,,0.0
human_6493,0,89,6,14.83,4.36,0.7191,17,13,7,6,0.191,0.1461,0,0.0,3,,0.0
ai_6494,1,234,13,18.0,4.87,0.4829,71,26,18,4,0.3034,0.1111,0,0.0,23,,0.0
human_6495,0,67,4,16.75,4.3,0.806,15,10,5,2,0.2239,0.1493,2,0.1333,0,,0.0
ai_6496,1,149,6,24.83,4.24,0.5772,39,17,10,4,0.2617,0.1141,0,0.0,2,,0.0
human_6497,0,88,5,17.6,3.99,0.7159,29,9,6,1,0.3295,0.1023,0,0.0,2,,0.0
ai_6498,1,249,9,27.67,4.68,0.4257,76,23,34,9,0.3052,0.0924,0,0.0,18,new york,5.38084505302813
human_6499,0,413,16,25.81,4.08,0.5496,73,53,41,25,0.1768,0.1283,0,0.0,6,,0.0
ai_6500,1,227,10,22.7,4.44,0.5419,61,35,14,8,0.2687,0.1542,0,0.0,11,,0.0
ai_6501,1,317,12,26.42,4.7,0.5047,99,37,34,7,0.3123,0.1167,4,0.0404,15,,0.0
human_6502,0,188,5,37.6,4.95,0.5798,38,26,21,15,0.2021,0.1383,0,0.0,6,to be,4.169965820688878
ai_6503,1,144,5,28.8,4.43,0.5417,34,17,13,4,0.2361,0.1181,0,0.0,4,,0.0
human_6504,0,114,6,19.0,4.48,0.7281,25,14,12,10,0.2193,0.1228,0,0.0,4,,0.0
ai_6505,1,316,11,28.73,4.84,0.4684,89,40,30,13,0.2816,0.1266,2,0.0225,22,it is,5.138428476524615
human_6506,0,143,11,13.0,4.2,0.6643,36,21,6,6,0.2517,0.1469,3,0.0833,3,,0.0
ai_6507,1,261,10,26.1,4.48,0.5287,64,35,36,9,0.2452,0.1341,0,0.0,14,,0.0
human_6508,0,172,11,15.64,4.39,0.4942,31,28,15,1,0.1802,0.1628,1,0.0323,4,,0.0
ai_6509,1,179,7,25.57,4.54,0.4749,39,27,14,6,0.2179,0.1508,0,0.0,12,terms of,4.421508795670717
human_6510,0,166,9,18.44,4.13,0.6084,47,18,14,6,0.2831,0.1084,1,0.0213,3,,0.0
ai_6511,1,204,9,22.67,4.99,0.4755,59,21,27,2,0.2892,0.1029,0,0.0,6,,0.0
human_6512,0,97,8,12.12,3.9,0.6186,19,11,5,7,0.1959,0.1134,0,0.0,7,,0.0
ai_6513,1,224,10,22.4,4.96,0.5,54,37,30,6,0.2411,0.1652,1,0.0185,16,,0.0
human_6514,0,89,5,17.8,4.33,0.6966,12,11,9,8,0.1348,0.1236,3,0.25,2,,0.0
ai_6515,1,147,7,21.0,4.9,0.5102,42,20,14,3,0.2857,0.1361,2,0.0476,9,credit monitoring,3.8875920359053486
human_6516,0,116,7,16.57,4.53,0.6121,24,17,6,4,0.2069,0.1466,1,0.0417,2,,0.0
ai_6517,1,306,12,25.5,4.32,0.3693,80,33,18,11,0.2614,0.1078,9,0.1125,10,co signer,5.262110252935055
human_6518,0,187,8,23.38,4.52,0.6417,48,23,19,12,0.2567,0.123,1,0.0208,3,,0.0
ai_6519,1,201,9,22.33,4.65,0.4776,58,28,15,5,0.2886,0.1393,0,0.0,9,gross receipts,5.073284691861977
human_6520,0,378,17,22.24,4.8,0.4577,102,54,27,14,0.2698,0.1429,2,0.0196,23,equity investor,4.2586356099812335
ai_6521,1,251,9,27.89,5.0,0.49,73,25,24,11,0.2908,0.0996,0,0.0,24,the company,3.5178712046021596
human_6522,0,103,5,20.6,4.08,0.699,22,15,8,5,0.2136,0.1456,0,0.0,5,,0.0
ai_6523,1,148,6,24.67,4.5,0.527,41,20,6,4,0.277,0.1351,0,0.0,6,,0.0
ai_6524,1,176,6,29.33,4.86,0.483,55,22,10,5,0.3125,0.125,0,0.0,10,,0.0
human_6525,0,337,15,22.47,4.24,0.4659,74,50,19,16,0.2196,0.1484,1,0.0135,7,the seller,3.757035949810232
ai_6526,1,336,16,21.0,4.21,0.4375,75,65,30,8,0.2232,0.1935,1,0.0133,8,new home,4.309154718962047
human_6527,0,57,2,28.5,4.77,0.614,18,9,1,0,0.3158,0.1579,0,0.0,6,,0.0
ai_6528,1,201,6,33.5,4.56,0.3682,64,17,10,6,0.3184,0.0846,0,0.0,6,security futures,5.33631909769577
human_6529,0,64,5,12.8,4.45,0.7031,20,7,6,1,0.3125,0.1094,0,0.0,1,,0.0
ai_6530,1,275,10,27.5,5.25,0.5055,77,32,31,12,0.28,0.1164,5,0.0649,16,,0.0
human_6531,0,193,12,16.08,4.35,0.5596,65,20,9,11,0.3368,0.1036,0,0.0,2,p e,4.407306495872609
ai_6532,1,189,5,37.8,4.02,0.4762,60,16,12,8,0.3175,0.0847,0,0.0,2,p e,4.984933496043352
human_6533,0,118,5,23.6,4.55,0.7458,26,17,7,11,0.2203,0.1441,0,0.0,5,,0.0
ai_6534,1,310,13,23.85,4.74,0.3839,83,49,13,8,0.2677,0.1581,0,0.0,15,check with,5.2807857826441005
ai_6535,1,301,12,25.08,4.61,0.402,70,50,19,1,0.2326,0.1661,1,0.0143,17,may be,4.653458162302367
human_6536,0,228,10,22.8,4.1,0.4737,52,31,14,10,0.2281,0.136,0,0.0,8,each month,4.8392315410385685
ai_6537,1,210,7,30.0,4.6,0.419,52,33,12,6,0.2476,0.1571,0,0.0,16,,0.0
ai_6538,1,255,12,21.25,4.58,0.3686,56,47,15,4,0.2196,0.1843,2,0.0357,9,debt collector,4.830097185503238
human_6539,0,421,18,23.39,4.64,0.4774,120,58,28,12,0.285,0.1378,6,0.05,18,,0.0
ai_6540,1,181,6,30.17,4.57,0.4917,54,22,10,3,0.2983,0.1215,0,0.0,6,hotel rooms,5.185910582949374
human_6541,0,133,4,33.25,4.17,0.5789,40,20,7,3,0.3008,0.1504,0,0.0,4,,0.0
ai_6542,1,257,10,25.7,4.96,0.3891,81,34,13,5,0.3152,0.1323,0,0.0,12,performance of,4.551817479750459
ai_6543,1,304,13,23.38,4.95,0.375,87,38,20,10,0.2862,0.125,3,0.0345,11,market segment,4.552241325273128
human_6544,0,165,9,18.33,4.93,0.6667,46,24,8,11,0.2788,0.1455,3,0.0652,11,,0.0
ai_6545,1,455,19,23.95,4.43,0.3538,113,65,41,8,0.2484,0.1429,5,0.0442,26,with cash,4.832896982881202
human_6546,0,278,13,21.38,4.23,0.4353,83,29,21,10,0.2986,0.1043,1,0.012,8,per share,4.53917747867667
ai_6547,1,155,7,22.14,4.56,0.5548,48,14,19,7,0.3097,0.0903,1,0.0208,5,company 's,4.285462269853573
human_6548,0,115,5,23.0,4.12,0.6696,19,15,8,6,0.1652,0.1304,2,0.1053,2,,0.0
ai_6549,1,175,6,29.17,4.81,0.5543,47,22,17,3,0.2686,0.1257,0,0.0,6,,0.0
human_6550,0,209,7,29.86,4.23,0.5167,55,20,12,11,0.2632,0.0957,2,0.0364,9,of the,2.980924205406846
ai_6551,1,144,5,28.8,4.52,0.5208,42,20,9,3,0.2917,0.1389,0,0.0,13,the option,2.858050571218873
ai_6552,1,326,11,29.64,4.33,0.3098,67,46,22,13,0.2055,0.1411,1,0.0149,30,means that,5.768197899825182
human_6553,0,170,9,18.89,4.07,0.5765,46,19,14,7,0.2706,0.1118,0,0.0,8,,0.0
ai_6554,1,283,9,31.44,4.39,0.4523,80,26,34,10,0.2827,0.0919,1,0.0125,13,home loan,5.342410211207367
ai_6555,1,202,7,28.86,4.34,0.5099,49,25,18,4,0.2426,0.1238,1,0.0204,14,short sale,5.3434431794372985
human_6556,0,539,22,24.5,4.41,0.4304,127,69,31,34,0.2356,0.128,7,0.0551,22,i 'm,5.7548924680610245
ai_6557,1,185,11,16.82,5.56,0.5027,50,28,19,6,0.2703,0.1514,2,0.04,8,,0.0
human_6558,0,199,8,24.88,4.56,0.5628,46,24,14,12,0.2312,0.1206,0,0.0,12,,0.0
ai_6559,1,124,6,20.67,4.99,0.629,30,17,14,3,0.2419,0.1371,1,0.0333,4,,0.0
ai_6560,1,129,8,16.12,5.03,0.5426,46,9,22,1,0.3566,0.0698,1,0.0217,9,personal finance,4.437492010125352
human_6561,0,301,10,30.1,4.34,0.5515,94,28,15,10,0.3123,0.093,1,0.0106,14,in the,2.3904237564685733
ai_6562,1,267,7,38.14,4.52,0.3933,102,28,5,4,0.382,0.1049,1,0.0098,9,s&p 500,5.481146927152762
ai_6563,1,160,6,26.67,4.39,0.4562,53,17,5,1,0.3312,0.1062,0,0.0,9,of the,1.8074112784333565
ai_6564,1,234,8,29.25,4.18,0.4188,51,31,22,11,0.2179,0.1325,2,0.0392,10,,0.0
ai_6565,1,224,9,24.89,4.33,0.4955,59,28,18,6,0.2634,0.125,1,0.0169,3,,0.0
human_6566,0,65,2,32.5,4.48,0.7385,12,7,6,3,0.1846,0.1077,0,0.0,2,,0.0
ai_6567,1,231,10,23.1,5.03,0.4459,64,31,24,10,0.2771,0.1342,0,0.0,15,,0.0
ai_6568,1,251,10,25.1,5.26,0.502,93,36,29,4,0.3705,0.1434,2,0.0215,18,real time,5.392340322518301
human_6569,0,241,10,24.1,4.8,0.5477,83,20,10,7,0.3444,0.083,0,0.0,16,a director,4.333925576130249
ai_6570,1,154,5,30.8,4.89,0.5065,40,20,11,7,0.2597,0.1299,1,0.025,7,,0.0
human_6571,0,247,11,22.45,4.48,0.5304,63,37,15,14,0.2551,0.1498,6,0.0952,15,,0.0
ai_6572,1,305,12,25.42,4.96,0.4721,98,36,37,13,0.3213,0.118,1,0.0102,17,interest rates,5.935475256569549
human_6573,0,243,10,24.3,4.07,0.5062,49,26,14,13,0.2016,0.107,0,0.0,12,your sister,4.345799269215811
ai_6574,1,232,9,25.78,4.81,0.4052,61,31,12,2,0.2629,0.1336,1,0.0164,23,total value,5.2792504481179305
ai_6575,1,166,6,27.67,4.4,0.488,63,18,6,3,0.3795,0.1084,0,0.0,7,company 's,4.313367320556636
human_6576,0,178,10,17.8,4.13,0.5787,36,26,15,14,0.2022,0.1461,2,0.0556,5,,0.0
ai_6577,1,136,6,22.67,4.06,0.4632,29,19,11,3,0.2132,0.1397,1,0.0345,4,available credit,3.7761819905624856
human_6578,0,69,4,17.25,4.22,0.7681,24,8,1,4,0.3478,0.1159,0,0.0,1,,0.0
ai_6579,1,285,13,21.92,4.39,0.3614,75,42,26,6,0.2632,0.1474,0,0.0,19,simple moving,4.9899640971572135
human_6580,0,105,6,17.5,4.16,0.6476,32,10,7,4,0.3048,0.0952,0,0.0,3,,0.0
ai_6581,1,206,8,25.75,4.92,0.5291,55,31,18,7,0.267,0.1505,0,0.0,12,,0.0
human_6582,0,76,5,15.2,4.38,0.7237,19,16,0,2,0.25,0.2105,0,0.0,3,,0.0
ai_6583,1,178,9,19.78,4.71,0.5225,70,19,17,2,0.3933,0.1067,0,0.0,8,real estate,4.676506389792194
human_6584,0,136,4,34.0,4.03,0.6176,24,23,6,6,0.1765,0.1691,0,0.0,1,,0.0
ai_6585,1,198,10,19.8,4.25,0.4141,63,23,11,4,0.3182,0.1162,0,0.0,10,credit balance,3.177229802065546
human_6586,0,191,11,17.36,4.36,0.5916,34,29,7,14,0.178,0.1518,0,0.0,7,,0.0
ai_6587,1,190,5,38.0,4.44,0.4737,39,21,21,8,0.2053,0.1105,0,0.0,7,,0.0
human_6588,0,197,15,13.13,4.2,0.5685,45,32,7,8,0.2284,0.1624,1,0.0222,4,,0.0
ai_6589,1,188,8,23.5,5.23,0.5372,60,22,22,6,0.3191,0.117,0,0.0,10,,0.0
human_6590,0,97,4,24.25,5.31,0.7216,27,10,16,6,0.2784,0.1031,0,0.0,7,,0.0
ai_6591,1,170,6,28.33,4.68,0.4882,60,23,6,6,0.3529,0.1353,0,0.0,14,,0.0
human_6592,0,273,8,34.12,4.56,0.5714,87,39,32,16,0.3187,0.1429,6,0.069,11,,0.0
ai_6593,1,217,9,24.11,4.68,0.4885,44,39,19,8,0.2028,0.1797,0,0.0,3,request additional,4.960860040667886
human_6594,0,144,8,18.0,4.47,0.6875,25,25,10,13,0.1736,0.1736,0,0.0,8,,0.0
ai_6595,1,204,9,22.67,4.73,0.5392,45,37,15,10,0.2206,0.1814,0,0.0,5,,0.0
human_6596,0,160,6,26.67,4.19,0.6125,38,21,14,12,0.2375,0.1313,1,0.0263,5,,0.0
ai_6597,1,189,7,27.0,4.44,0.3968,44,23,19,8,0.2328,0.1217,5,0.1136,10,,0.0
human_6598,0,93,6,15.5,4.66,0.6989,31,9,7,6,0.3333,0.0968,0,0.0,2,,0.0
ai_6599,1,231,8,28.88,4.84,0.4242,92,28,18,7,0.3983,0.1212,1,0.0109,7,types of,5.050653109830136
human_6600,0,83,4,20.75,4.22,0.7831,16,15,5,6,0.1928,0.1807,0,0.0,3,,0.0
ai_6601,1,227,8,28.38,4.43,0.4626,59,32,18,6,0.2599,0.141,1,0.0169,7,if you,4.247955511445486
